NQUEST,nord,INTPER,CASD,CIGRED,CIGMESI,CIGORE,CASV,MOBD,MOBV,DISD,DISV,LIQD,LIQV,ACED,ACEV,APLD,APLV,AIPD,AIPV,BORSAD,BORSAV,RRD,RRV,ROD,ROV,ALIMD,ALIMV,ASCD,ASCV,ALTRED,ALTREV
951842,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,100,2,,2,,2,
951842,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,100,2,,2,,2,
951842,5,1,,,,,,,,,,,,,,,,,,2,,2,,1,100,2,,2,,2,
951842,6,1,,,,,,,,,,,,,,,,,,2,,2,,1,100,2,,2,,2,
951847,1,1,,,,,,,,,,,,,,,,,,2,,2,,1,250,2,,2,,2,
951847,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,500,2,,2,,2,
951860,1,1,,,,,,,,,,,,1,1800,2,,2,,,,,,,,,,,,,
951865,2,1,,,,,,,,,,,,1,1200,2,,2,,,,,,,,,,,,,
951865,3,1,,,,,,,,,,,,,,,,,,1,600,2,,2,,2,,2,,2,
951865,5,1,,,,,,,,,,,,,,,,,,1,600,2,,2,,2,,2,,2,
951866,1,1,,,,,,,,,,,,1,500,2,,2,,2,,2,,1,500,2,,2,,2,
951885,1,1,1,1,1,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
951885,3,1,,,,,,,,,,,,1,4800,2,,2,,,,,,,,,,,,,
951917,2,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
951917,3,1,,,,,,,,,,,,1,1500,2,,2,,,,,,,,,,,,,
951917,4,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
951984,1,1,1,2,,,200,2,,2,,2,,,,,,,,,,,,,,,,,,,
951984,2,2,1,1,2,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
951986,3,1,1,1,3,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
952104,1,,,,,,,,,,,,,2,,2,,1,1000,,,,,,,,,,,,
952122,2,1,1,2,,,5000,2,,2,,2,,,,,,,,,,,,,,,,,,,
952156,1,1,1,2,,,9000,2,,2,,2,,,,,,,,,,,,,,,,,,,
952183,4,1,1,2,,,3600,2,,2,,2,,,,,,,,,,,,,,,,,,,
952255,1,1,1,2,,,9000,2,,2,,2,,,,,,,,,,,,,,,,,,,
952506,1,1,1,1,1,100,,2,,2,,2,,,,,,,,,,,,,,,,,,,
952519,2,1,2,,,,,2,,1,3200,2,,,,,,,,,,,,,,,,,,,
952599,1,,1,1,3,25,,2,,2,,2,,,,,,,,,,,,,,,,,,,
952677,2,1,2,,,,,2,,1,7200,2,,,,,,,,,,,,,,,,,,,
952677,3,1,2,,,,,2,,1,4800,2,,,,,,,,,,,,,,,,,,,
952850,2,1,,,,,,,,,,,,,,,,,,2,,2,,1,2000,2,,2,,2,
952850,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,300,2,,2,,2,
952850,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,300,2,,2,,2,
952917,1,1,1,1,2,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
952955,1,,1,1,1,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
952978,1,2,,,,,,,,,,,,2,,1,600,2,,,,,,,,,,,,,
952978,2,2,,,,,,,,,,,,2,,1,630,2,,,,,,,,,,,,,
952978,3,2,,,,,,,,,,,,1,480,2,,2,,,,,,,,,,,,,
953034,1,,1,1,1,112,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953034,2,,,,,,,,,,,,,2,,1,1400,2,,,,,,,,,,,,,
953034,3,,,,,,,,,,,,,2,,1,400,2,,,,,,,,,,,,,
953042,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,200,2,,2,,2,
953053,2,2,,,,,,,,,,,,2,,1,1200,2,,,,,,,,,,,,,
953053,3,2,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
953083,2,1,,,,,,,,,,,,1,5000,2,,2,,,,,,,,,,,,,
953099,3,1,,,,,,,,,,,,2,,1,480,2,,,,,,,,,,,,,
953099,4,1,,,,,,,,,,,,2,,1,480,2,,,,,,,,,,,,,
953134,1,1,1,1,1,150,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953137,3,1,2,,,,,2,,1,1300,2,,,,,,,,,,,,,,,,,,,
953172,4,1,1,2,,,900,2,,2,,2,,,,,,,,,,,,,,,,,,,
953173,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,200,2,,2,,2,
953173,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,200,2,,2,,2,
953185,2,1,,,,,,,,,,,,1,2000,2,,2,,,,,,,,,,,,,
953185,3,1,1,2,,,400,2,,2,,2,,,,,,,,,,,,,,,,,,,
953202,1,1,,,,,,,,,,,,1,1200,2,,2,,,,,,,,,,,,,
953216,2,1,1,2,,,50,2,,2,,2,,,,,,,,,,,,,,,,,,,
953224,2,1,1,2,,,1200,2,,2,,2,,,,,,,,,,,,,,,,,,,
953224,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,1200,2,,2,,2,
953230,2,1,1,2,,,2000,2,,2,,2,,,,,,,,,,,,,,,,,,,
953279,1,1,1,1,1,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953279,2,1,1,1,1,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953320,1,1,1,1,3,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953336,1,1,1,1,1,130,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953346,1,2,1,2,,,3238,2,,2,,2,,,,,,,,,,,,,,,,,,,
953375,3,1,,,,,,,,,,,,,,,,,,1,20000,2,,2,,2,,2,,2,
953400,1,1,1,1,2,64,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953442,2,1,1,1,3,120,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953476,1,1,2,,,,,2,,1,2500,2,,,,,,,,,,,,,,,,,,,
953500,1,1,,,,,,,,,,,,2,,2,,1,1000,,,,,,,,,,,,
953550,1,1,,,,,,,,,,,,2,,2,,1,1000,,,,,,,,,,,,
953686,3,1,1,2,,,1000,2,,1,500,2,,,,,,,,,,,,,,,,,,,
953687,2,2,1,2,,,1050,2,,2,,2,,,,,,,,,,,,,,,,,,,
953904,1,1,1,2,,,800,2,,2,,2,,,,,,,,,,,,,,,,,,,
953947,2,,,,,,,,,,,,,1,50,2,,2,,,,,,,,,,,,,
953947,3,,,,,,,,,,,,,1,1170,2,,2,,,,,,,,,,,,,
953951,2,2,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
953951,3,2,1,1,3,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
953951,4,2,,,,,,,,,,,,1,6000,2,,2,,,,,,,,,,,,,
953975,2,1,,,,,,,,,,,,2,,1,400,2,,,,,,,,,,,,,
954005,4,1,1,2,,,500,2,,2,,2,,,,,,,,,,,,,,,,,,,
954007,1,1,1,1,1,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
954168,3,3,1,2,,,4800,2,,2,,2,,,,,,,,,,,,,,,,,,,
954241,1,,1,1,1,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
954258,1,2,2,,,,,2,,1,10500,2,,,,,,,,,,,,,,,,,,,
954324,1,1,1,1,12,30,,2,,2,,2,,,,,,,,,,,,,,,,,,,
954364,1,1,1,2,,,25000,2,,2,,2,,,,,,,,,,,,,,,,,,,
954367,1,1,1,2,,,2500,2,,2,,2,,,,,,,,,,,,,,,,,,,
954554,4,2,1,2,,,600,2,,2,,2,,,,,,,,,,,,,,,,,,,
954574,2,1,1,1,8,40,,2,,2,,2,,,,,,,,,,,,,,,,,,,
954635,1,,1,2,,,1200,2,,2,,2,,,,,,,,,,,,,,,,,,,
954721,2,1,,,,,,,,,,,,2,,1,500,2,,,,,,,,,,,,,
954758,1,1,1,1,1,70,,2,,2,,2,,2,,2,,1,1000,1,1000,2,,2,,2,,2,,2,
954815,1,2,2,,,,,2,,2,,1,3000,,,,,,,,,,,,,,,,,,
954860,1,1,1,1,1,160,,2,,2,,1,5000,,,,,,,,,,,,,,,,,,
954872,2,1,1,1,3,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
954898,1,1,,,,,,,,,,,,1,100,2,,2,,,,,,,,,,,,,
954911,3,1,,,,,,,,,,,,1,5500,2,,2,,,,,,,,,,,,,
954936,2,1,1,2,,,4000,2,,2,,2,,,,,,,,,,,,,,,,,,,
954944,2,1,1,2,,,10000,2,,2,,2,,,,,,,,,,,,,,,,,,,
954977,1,1,1,1,3,38,,2,,2,,2,,,,,,,,,,,,,,,,,,,
955010,1,1,1,2,,,5000,2,,2,,2,,1,680,2,,2,,,,,,,,,,,,,
955104,2,1,1,2,,,3000,2,,2,,2,,,,,,,,,,,,,,,,,,,
955151,1,2,1,1,1,100,,2,,2,,2,,1,4200,2,,2,,,,,,,,,,,,,
955151,2,2,1,1,4,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
955156,1,1,1,1,2,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
955176,1,1,1,1,4,100,,2,,2,,2,,,,,,,,,,,,,,,,,,,
955194,1,1,,,,,,,,,,,,2,,1,900,2,,,,,,,,,,,,,
955267,3,1,1,2,,,2000,2,,1,2000,2,,,,,,,,,,,,,,,,,,,
955271,3,1,1,2,,,1000,2,,2,,2,,,,,,,,,,,,,,,,,,,
955315,1,1,,,,,,,,,,,,1,1632,2,,2,,,,,,,,,,,,,
955319,2,2,1,2,,,500,2,,2,,2,,,,,,,,,,,,,,,,,,,
955342,2,1,1,2,,,650,2,,2,,2,,,,,,,,,,,,,,,,,,,
955435,1,,,,,,,,,,,,,,,,,,,2,,1,2500,2,,2,,2,,1,2500
955488,2,1,1,1,2,40,,2,,2,,2,,,,,,,,,,,,,,,,,,,
955544,3,1,,,,,,,,,,,,1,7200,2,,2,,,,,,,,,,,,,
955558,1,1,,,,,,,,,,,,1,100,2,,2,,,,,,,,,,,,,
955558,2,1,,,,,,,,,,,,1,100,2,,2,,,,,,,,,,,,,
955757,1,1,,,,,,,,,,,,,,,,,,1,1500,2,,2,,2,,2,,2,
955777,2,1,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,12000
955804,1,1,,,,,,,,,,,,1,520,2,,2,,,,,,,,,,,,,
955833,1,1,,,,,,,,,,,,,,,,,,2,,2,,1,1500,2,,2,,2,
955839,2,1,1,2,,,8000,2,,2,,2,,,,,,,,,,,,,,,,,,,
955919,2,2,,,,,,,,,,,,2,,2,,2,,,,,,,,,,,,,
955920,1,1,,,,,,,,,,,,1,10400,1,600,2,,,,,,,,,,,,,
955979,3,1,,,,,,,,,,,,,,,,,,1,250,2,,2,,2,,2,,2,
956017,2,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
956118,1,1,,,,,,,,,,,,1,3200,2,,2,,,,,,,,,,,,,
956118,2,1,1,2,,,5120,2,,2,,2,,,,,,,,,,,,,,,,,,,
956237,1,,1,2,,,600,2,,2,,2,,1,150,2,,2,,,,,,,,,,,,,
956247,1,1,,,,,,,,,,,,,,,,,,2,,1,2000,2,,2,,2,,2,
956251,2,1,1,2,,,5000,2,,2,,2,,,,,,,,,,,,,,,,,,,
956353,1,1,,,,,,,,,,,,1,2100,2,,2,,,,,,,,,,,,,
956446,1,1,1,2,,,1200,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,
956888,3,1,1,1,1,240,,2,,2,,2,,,,,,,,,,,,,,,,,,,
956892,1,1,1,2,,,2000,2,,2,,2,,,,,,,,,,,,,,,,,,,
956905,2,1,1,2,,,2000,2,,2,,2,,,,,,,,,,,,,,,,,,,
956921,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,1000,2,,2,,2,
956938,1,1,,,,,,,,,,,,,,,,,,2,,1,300,1,200,2,,2,,2,
956938,2,1,,,,,,,,,,,,,,,,,,2,,1,600,2,,2,,2,,2,
956938,3,1,,,,,,,,,,,,,,,,,,2,,1,300,1,100,2,,2,,2,
956938,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,150,2,,2,,2,
956939,2,1,1,2,,,11000,2,,2,,2,,,,,,,,,,,,,,,,,,,
957033,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957048,2,1,,,,,,,,,,,,1,600,2,,2,,,,,,,,,,,,,
957048,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,300,2,,2,,2,
957048,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,200,2,,2,,2,
957050,1,1,2,,,,,2,,2,,1,3000,,,,,,,,,,,,,,,,,,
957050,2,1,,,,,,,,,,,,2,,1,2000,2,,,,,,,,,,,,,
957050,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,1000,2,,2,,2,
957057,1,1,2,,,,,2,,2,,1,23760,,,,,,,,,,,,,,,,,,
957174,2,1,1,1,4,40,,2,,2,,2,,,,,,,,,,,,,,,,,,,
957234,2,1,,,,,,,,,,,,1,3000,2,,2,,,,,,,,,,,,,
957509,1,1,1,1,2,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
957509,2,1,1,1,1,120,,2,,2,,2,,,,,,,,,,,,,,,,,,,
957654,1,1,,,,,,,,,,,,,,,,,,2,,1,4000,2,,2,,2,,2,
957654,2,1,,,,,,,,,,,,,,,,,,2,,1,4000,2,,2,,2,,2,
957709,1,1,1,1,3,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
957709,3,1,1,1,3,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
957769,1,1,2,,,,,2,,1,6400,2,,,,,,,,,,,,,,,,,,,
957852,1,1,,,,,,,,,,,,1,1200,2,,2,,,,,,,,,,,,,
957955,2,2,1,2,,,1800,2,,2,,2,,,,,,,,,,,,,,,,,,,
957973,2,1,1,2,,,2400,2,,2,,2,,,,,,,,,,,,,,,,,,,
957988,1,1,1,1,3,60,,2,,2,,2,,,,,,,,,,,,,,,,,,,
958003,2,1,2,,,,,2,,1,6000,2,,,,,,,,,,,,,,,,,,,
958064,1,,1,1,1,3,,2,,2,,2,,,,,,,,2,,2,,1,1500,2,,2,,2,
958081,2,1,1,2,,,600,2,,2,,2,,,,,,,,,,,,,,,,,,,
958081,3,1,1,2,,,600,2,,2,,2,,,,,,,,,,,,,,,,,,,
958083,3,1,,,,,,,,,,,,2,,1,100,2,,,,,,,,,,,,,
958115,2,,,,,,,,,,,,,,,,,,,2,,1,2400,2,,2,,2,,2,
958115,3,,,,,,,,,,,,,,,,,,,2,,1,2400,2,,2,,2,,2,
958116,2,1,1,,,,1200,2,,2,,2,,,,,,,,,,,,,,,,,,,
958116,3,1,1,2,,,1200,2,,2,,2,,,,,,,,,,,,,,,,,,,
959040,2,1,1,1,1,26,,2,,2,,2,,,,,,,,,,,,,,,,,,,
959167,1,1,1,1,1,80,,2,,2,,2,,,,,,,,,,,,,,,,,,,
959256,2,1,,,,,,,,,,,,1,500,2,,2,,,,,,,,,,,,,
959256,3,1,,,,,,,,,,,,1,6000,2,,2,,,,,,,,,,,,,
959381,2,1,1,1,3,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
959381,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,2000,2,,2,,2,
959381,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,2000,2,,2,,2,
960052,1,1,1,2,,,900,2,,2,,2,,,,,,,,,,,,,,,,,,,
960254,1,,,,,,,,,,,,,,,,,,,2,,2,,1,15500,2,,2,,2,
960303,2,2,,,,,,,,,,,,2,,1,4000,2,,,,,,,,,,,,,
960304,3,1,,,,,,,,,,,,2,,1,3000,2,,,,,,,,,,,,,
960385,1,1,,,,,,,,,,,,2,,1,1000,2,,,,,,,,,,,,,
960411,1,1,1,1,2,51,,2,,2,,2,,,,,,,,,,,,,,,,,,,
960496,1,1,1,1,6,16,,2,,2,,2,,,,,,,,,,,,,,,,,,,
960519,2,1,1,1,12,40,,2,,2,,2,,,,,,,,,,,,,,,,,,,
960589,1,1,,,,,,,,,,,,1,8400,2,,2,,,,,,,,,,,,,
960593,2,2,1,1,1,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
960743,1,1,,,,,,,,,,,,1,1800,2,,2,,,,,,,,,,,,,
960743,2,1,,,,,,,,,,,,1,1800,2,,2,,,,,,,,,,,,,
960863,1,,,,,,,,,,,,,1,600,2,,2,,,,,,,,,,,,,
960897,1,1,1,2,,,4000,2,,2,,2,,,,,,,,,,,,,,,,,,,
961463,1,1,1,1,12,140,,2,,2,,2,,,,,,,,,,,,,,,,,,,
961474,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,1,400
961474,2,1,,,,,,,,,,,,1,800,2,,2,,,,,,,,,,,,,
961536,3,2,1,2,,,2100,2,,2,,2,,,,,,,,,,,,,,,,,,,
961579,1,,,,,,,,,,,,,1,550,2,,2,,,,,,,,,,,,,
961611,2,,,,,,,,,,,,,,,,,,,2,,2,,2,,1,3600,2,,2,
961611,3,,,,,,,,,,,,,,,,,,,2,,2,,2,,1,3600,2,,2,
961640,2,1,,,,,,,,,,,,1,500,1,500,1,500,,,,,,,,,,,,
961649,1,1,1,2,,,1000,2,,2,,2,,,,,,,,,,,,,,,,,,,
961682,1,1,,,,,,,,,,,,1,50,2,,2,,,,,,,,,,,,,
961700,3,2,2,,,,,2,,2,,1,1000,,,,,,,,,,,,,,,,,,
963003,3,1,,,,,,,,,,,,,,,,,,2,,2,,1,1600,2,,2,,2,
963003,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,900,2,,2,,2,
963355,1,,2,,,,,2,,1,6000,2,,,,,,,,,,,,,,,,,,,
963356,2,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
964285,1,1,1,2,,,1500,2,,2,,2,,,,,,,,,,,,,,,,,,,
964285,2,1,1,2,,,3500,2,,2,,2,,,,,,,,,,,,,,,,,,,
967196,2,1,1,1,1,60,,2,,2,,2,,,,,,,,,,,,,,,,,,,
967288,1,,,,,,,,,,,,,1,8000,2,,2,,,,,,,,,,,,,
967641,2,2,1,2,,,850,2,,2,,2,,,,,,,,,,,,,,,,,,,
967784,1,1,1,2,,,500,2,,2,,2,,,,,,,,,,,,,,,,,,,
967784,2,2,1,2,,,500,2,,2,,2,,,,,,,,,,,,,,,,,,,
967784,4,2,,,,,,,,,,,,,,,,,,1,10000,2,,2,,2,,2,,2,
967784,5,2,,,,,,,,,,,,,,,,,,1,10000,2,,2,,2,,2,,2,
967803,2,1,2,,,,,2,,1,1200,2,,,,,,,,,,,,,,,,,,,
967988,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,1800,2,,2,
967988,2,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,2400,2,,2,
967988,3,1,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,1,2400,2,
968245,1,1,1,2,,,6000,2,,2,,2,,,,,,,,,,,,,,,,,,,
968266,1,1,,,,,,,,,,,,1,2000,2,,2,,,,,,,,,,,,,
968266,3,1,,,,,,,,,,,,1,2000,2,,2,,,,,,,,,,,,,
968735,2,1,1,1,7,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,
968735,3,1,,,,,,,,,,,,1,90,2,,2,,,,,,,,,,,,,
968735,4,1,,,,,,,,,,,,1,1000,2,,2,,,,,,,,,,,,,
968772,2,2,1,1,3,12,,2,,1,800,2,,,,,,,,,,,,,,,,,,,
970336,2,1,2,,,,,2,,1,4500,2,,,,,,,,,,,,,,,,,,,
970740,1,1,,,,,,,,,,,,2,,1,11174,2,,2,,2,,2,,1,8676,2,,2,
970740,3,1,,,,,,,,,,,,2,,1,7200,2,,,,,,,,,,,,,
970819,1,,1,1,1,172,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,
971131,1,,1,1,1,36,,2,,2,,2,,,,,,,,,,,,,,,,,,,
971152,2,2,1,2,,,6000,2,,2,,2,,,,,,,,,,,,,,,,,,,
971505,2,1,,,,,,,,,,,,,,,,,,2,,2,,1,4000,2,,2,,2,
971639,3,1,,,,,,,,,,,,,,,,,,1,800,2,,2,,2,,2,,2,
971659,3,1,,,,,,,,,,,,,,,,,,2,,1,100,2,,2,,2,,2,
971659,4,1,,,,,,,,,,,,,,,,,,2,,1,100,2,,2,,2,,2,
972808,4,1,,,,,,,,,,,,,,,,,,2,,2,,1,400,2,,2,,2,
972921,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,6000,2,,2,
973304,2,1,1,2,,,12000,2,,2,,2,,,,,,,,,,,,,,,,,,,
973354,1,1,,,,,,,,,,,,2,,1,227,2,,,,,,,,,,,,,
973389,1,,1,2,,,1800,2,,2,,2,,,,,,,,,,,,,,,,,,,
973395,1,1,2,,,,,2,,2,,1,900,,,,,,,,,,,,,,,,,,
973395,2,1,,,,,,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,
973401,1,1,,,,,,,,,,,,1,600,2,,2,,,,,,,,,,,,,
974064,3,1,,,,,,,,,,,,1,300,2,,2,,,,,,,,,,,,,
974174,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,4500,2,,2,
974487,1,1,,,,,,,,,,,,,,,,,,2,,2,,2,,1,1320,2,,2,
974590,1,2,2,,,,,2,,1,2000,2,,,,,,,,,,,,,,,,,,,
974610,1,1,1,2,,,1700,2,,2,,2,,,,,,,,,,,,,,,,,,,
974610,4,1,1,2,,,2000,2,,2,,2,,,,,,,,,,,,,,,,,,,
974630,1,1,1,1,1,160,,2,,2,,2,,,,,,,,,,,,,,,,,,,
975476,1,1,,,,,,,,,,,,,,,,,,2,,1,4000,1,1500,2,,2,,2,
975476,2,1,,,,,,,,,,,,,,,,,,2,,2,,1,2000,2,,2,,2,
