NQUEST,NORDEB1,DEBM1,DETRAZIONI1,DEBRF1,ANMUTUO1,MUTUODU1,MUTUOFIN1,MUTUOIN1,DEBGAR1,DEBPERS1,LTV1,TIPOTAX1,RATACON1,TAXFIS1,TAXVAR1,SOSPENS1,SOSPEORA1,RIPPAG1,RIPPAGQUA1,TMUTUOAB1,TDEBITA1,RIFINANZ1
31695,1,2,1,2,2016,10,5,50000,1,,25,1,,2,,2,,,,5400,30000,2
37521,1,1,,2,2001,25,4,125000,1,,50,1,,4,,2,,,,1560,5000,2
38939,1,2,1,2,2016,5,1,10000,3,2,,1,,1,,2,,,,2400,2400,2
39318,1,2,2,2,2012,20,12,150000,3,1,,2,1,,1.2,2,,,,5760,75000,1
51544,1,2,1,2,2007,15,2,80000,1,,20,1,,2,,2,,,,6000,10000,2
57670,1,2,1,2,2007,30,16,52000,3,1,,1,,6,,2,,,,3700,35000,2
91081,1,1,,2,2000,25,4,100000,1,,50,2,2,,4,2,,,,9600,10000,1
230037,1,1,,2,2013,10,2,68400,1,,100,1,,3,,2,,,,6840,17500,2
500176,1,1,,2,2019,20,8,40000,1,,45,1,,2,,2,,,,1560,9000,2
501068,1,1,,2,2012,15,6,75000,1,,100,1,,7,,2,,,,4000,28000,2
503560,1,1,,2,2015,20,15,88000,1,,80,2,1,,2,2,,,,5000,75000,2
505806,1,2,1,2,2020,10,9,10660,3,1,,1,,2,,2,,,,800,9800,2
505839,1,1,,2,2019,25,23,115000,1,,50,1,,2.5,,2,,,,6800,100000,2
510433,1,2,1,2,2019,4,0,6000,3,2,,1,,5,,2,,,,6000,0,2
511757,1,2,2,2,2011,10,1,15000,3,2,,1,,6,,2,,,,3720,3720,2
512517,1,2,1,2,2010,15,4,80000,1,,90,2,1,,1,2,,,,6912,24000,2
512784,1,2,2,1,2012,10,1,20000,3,1,,1,,9,,2,,,,6500,17000,2
512784,2,2,2,1,2016,10,5,20000,1,,17,1,,9,,2,,,,6500,17000,2
512887,1,1,,2,2003,25,5,64000,1,,100,1,,4,,2,,,,4404,16000,2
620858,1,1,,2,2003,25,7,100000,1,,43,1,,4,,2,,,,6192,40000,1
621766,1,2,2,2,2018,5,2,40000,1,,30,1,,2,,2,,,,6000,15000,2
635112,1,1,,1,2008,20,7,100000,1,,50,1,,5.85,,2,,,,8440,50000,2
635346,1,2,2,2,2011,10,0,40000,1,,20,1,,2.3,,2,,,,4400,4000,2
671152,1,1,,2,2005,35,19,100000,1,,90,1,,4,,2,,,,3600,60000,2
673145,1,1,,2,2018,20,17,80000,1,,60,2,1,,3.2,2,,,,5500,70000,2
676000,1,2,2,3,2010,10,1,40000,1,,10,1,,2,,2,,,,6000,12000,1
677464,1,2,3,2,2017,8,5,50000,3,1,,1,,2,,2,,,,12000,37000,2
680244,1,1,,2,2006,25,10,165000,1,,75,2,2,,1,2,,,,7200,75000,2
681394,1,1,,2,2011,30,20,160000,1,,70,2,2,,6,1,2,1,12,2200,135000,2
681520,1,1,,2,2020,20,20,80000,3,2,,1,,5,,2,,,,3780,76200,2
681520,2,1,,2,2020,10,9,13000,3,2,,1,,5,,2,,,,2400,12000,2
681520,3,2,2,2,2020,10,9,10000,3,2,,1,,5,,2,,,,2040,9000,2
681668,1,2,1,2,2000,20,0,20000,1,,15,1,,1.9,,2,,,,1520,0,2
681713,1,1,,2,2003,25,5,200000,1,,60,1,,2,,2,,,,7800,42000,2
681844,1,1,,2,2012,20,11,200000,1,,45,1,,1.4,,2,,,,9400,110000,2
683164,1,1,,2,2011,25,15,170000,1,,90,1,,1,,2,,,,7200,100000,1
683247,1,1,,1,2007,30,9,77000,3,1,,1,,5,,2,,,,4800,52300,2
683349,1,2,1,2,2017,20,15,225000,1,,80,2,2,,0.5,2,,,,16300,190000,2
683349,2,2,1,2,2020,20,19,260000,1,,45,2,2,,0.6,2,,,,6000,258000,2
685058,1,1,,2,2008,20,6,50000,1,,80,2,2,,1,2,,,,4548,28000,2
686528,1,1,,2,2013,30,22,200000,1,,100,2,1,,2.8,2,,,,12350,120000,1
687056,1,2,2,2,2018,5,2,10000,1,,25,1,,5.5,,2,,,,2400,6000,2
687699,1,1,,2,2015,20,16,100000,1,,30,1,,9,,1,2,1,12,1050,70000,1
713700,1,1,,2,2018,20,18,90000,1,,50,1,,1.5,,2,,,,5500,75600,2
716507,1,1,,2,2006,30,14,160000,3,1,,2,2,,1.5,2,,,,3000,70000,2
716937,1,1,,2,2015,15,9,75000,1,,50,2,1,,0.8,2,,,,5000,45000,2
717669,1,1,,2,2010,30,20,135000,3,1,,1,,1.5,,2,,,,8664,105000,2
720634,1,2,3,2,2019,16,14,93000,1,,60,1,,2,,2,,,,8100,78000,2
721871,1,2,2,1,2007,15,1,40000,3,1,,1,,2.5,,2,,,,5000,5000,1
722141,1,1,,2,2006,30,15,100000,1,,80,2,1,,3,2,,,,6400,60000,2
735143,1,2,1,2,2015,10,4,50000,1,,40,1,,3.5,,2,,,,7000,27000,2
735659,1,1,,1,2007,15,1,80000,1,,50,2,2,,2.5,2,,,,7200,15000,2
800010,1,2,2,1,2004,25,10,165000,1,,100,2,1,,2,2,,,,7500,90000,2
801541,1,1,,2,2007,25,20,120000,1,,100,1,,6,,1,1,,,0,120000,2
805264,1,2,1,2,2020,8,7,50000,1,,20,1,,1.5,,2,,,,7000,45000,2
806560,1,1,,2,2020,30,29,280000,1,,100,2,2,,2,2,,,,10000,270000,2
807255,1,1,,2,2017,20,16,70000,1,,80,1,,3,,2,,,,6720,53500,2
809488,1,1,,2,2006,30,16,147000,1,,100,1,,2.5,,2,,,,8400,70000,1
812794,1,1,,2,2006,20,5,80000,1,,100,1,,2,,2,,,,5800,25000,2
814889,1,1,,2,2020,30,28,136000,1,,80,1,,2.7,,2,,,,5520,130000,1
814889,2,2,1,2,2017,10,6,30000,3,1,,1,,5.5,,2,,,,4260,23500,2
814889,3,2,1,2,2019,4,2,5000,3,1,,1,,9,,2,,,,1392,3200,2
816196,1,1,,2,2004,25,8,147000,1,,100,2,1,,1.5,2,,,,8400,75000,2
818064,1,2,1,2,2018,7,4,12000,3,2,,1,,6,,2,,,,1980,7900,2
819575,1,1,,2,2020,20,19,200000,1,,35,2,2,,0.7,2,,,,4350,197000,2
824730,1,2,2,2,2019,2,0,2000,3,1,,2,1,,2,2,,,,1200,300,2
824735,1,2,1,2,2016,10,6,60000,2,,60,1,,2,,2,,,,6500,45000,2
824735,2,2,2,1,2017,10,7,15000,3,1,,1,,5,,2,,,,2000,7000,2
826456,1,1,,2,2014,25,18,85000,1,,50,1,,1.5,,2,,,,4800,45000,2
826744,1,1,,2,2004,25,8,100000,1,,75,1,,2.5,,2,,,,3000,28000,2
851172,1,1,,2,2007,25,11,150000,1,,50,1,,5,,2,,,,11000,110000,2
851937,1,2,2,2,2006,14,0,66000,1,,40,2,1,,1,2,,,,6500,0,2
852070,1,2,2,2,2012,10,1,40000,1,,50,1,,4.9,,2,,,,3000,4500,1
854112,1,1,,2,2010,20,10,150000,3,1,,2,2,,1,2,,,,9600,80000,2
855238,1,2,2,2,2006,15,0,100000,1,,50,1,,3,,2,,,,7920,3000,2
855790,1,2,2,2,2011,20,10,40000,1,,60,2,1,,2,2,,,,1800,20000,2
855839,1,1,,2,2004,25,8,170000,1,,95,2,1,,5,2,,,,9000,70000,2
857107,1,1,,1,2015,20,15,70000,1,,70,1,,2.9,,2,,,,4200,50000,2
858534,1,1,,2,2003,20,2,100000,1,,100,1,,2,,2,,,,6000,10000,2
860127,1,1,,1,2020,27,26,250000,1,,55,1,,0.9,,2,,,,8000,190000,1
860940,1,2,2,2,2017,10,7,90000,3,1,,1,,5,,2,,,,9600,50000,1
865806,1,1,,2,2017,10,6,40000,2,,22,1,,1.8,,2,,,,4500,26000,2
868098,1,1,,2,2006,25,11,150000,1,,75,2,1,,2,2,,,,7200,70000,2
869003,1,1,,2,2009,40,29,90000,1,,45,3,2,1.2,1.2,2,,,,1680,72000,2
869043,1,1,,2,2008,20,7,140000,1,,50,1,,3,,2,,,,8000,50000,2
872633,1,1,,2,2009,30,18,100000,1,,80,1,,4,,2,,,,5000,60000,2
874325,1,2,1,2,2019,20,18,190000,1,,50,2,1,,2,2,,,,10000,170000,2
874392,1,2,2,2,2020,7,6,22000,3,1,,1,,1,,2,,,,4040,21000,2
875095,1,1,,2,2005,15,1,95000,1,,15,1,,2.6,,2,,,,6360,2650,1
875139,1,1,,2,2004,25,9,150000,1,,80,1,,3,,2,,,,7000,63000,2
875214,1,1,,2,1995,30,13,150000,1,,100,1,,3,,2,,,,6000,78000,2
875542,1,1,,2,2020,10,9,100000,1,,30,1,,0.5,,2,,,,10500,90000,2
876272,1,1,,2,2018,10,7,68000,1,,100,1,,1.5,,2,,,,5052,50000,2
878103,1,1,,2,2008,35,22,130000,1,,100,1,,3,,2,,,,0,130000,2
878573,1,2,1,2,2008,15,2,30000,3,1,,1,,5.7,,2,,,,3700,7200,2
878831,1,1,,2,2005,20,4,120000,1,,55,2,1,,0.6,2,,,,7128,13000,2
879319,1,1,,2,2010,35,24,199000,1,,90,2,2,,2,2,,,,7650,158000,2
880893,1,1,,2,2015,25,20,150000,1,,100,1,,1,,1,2,1,12,8400,122000,2
880912,1,1,,2,2005,20,4,260000,1,,40,2,2,,0.7,2,,,,15000,77000,2
882067,1,2,2,2,2010,20,9,100000,1,,30,1,,2,,2,,,,8400,75500,2
882143,1,1,,2,1998,30,7,170000,1,,100,1,,4,,1,1,,,6000,50000,1
882618,1,1,,2,2010,25,14,100000,1,,90,2,1,,1.5,2,,,,4800,67200,2
885551,1,2,2,2,2020,30,29,50000,1,,30,1,,2,,2,,,,5000,30000,2
885639,1,1,,2,2013,30,22,160000,1,,60,2,1,,3,2,,,,6500,143000,2
885868,1,1,,2,2008,30,17,250000,1,,42,2,1,,0.6,2,,,,10680,193000,2
887755,1,1,,2,2012,20,5,50000,1,,70,1,,1,,2,,,,2500,12500,2
887863,1,1,,2,2010,25,14,100000,1,,70,3,1,1,2,2,,,,4000,60000,2
888848,1,1,,2,2020,25,25,240000,1,,100,1,,1.5,,2,,,,750,240000,2
889583,1,2,1,2,2020,8,7,25000,1,,15,1,,2,,2,,,,5000,22000,2
889587,1,2,2,2,2019,5,2,50000,1,,30,1,,2,,2,,,,12000,22000,2
889719,1,1,,2,2020,20,19,200000,1,,85,1,,1.05,,2,,,,4500,143000,2
889722,1,1,,2,2005,20,5,71000,1,,50,1,,3,,2,,,,4300,20700,2
892710,1,1,,2,2007,20,0,155000,1,,70,2,1,,2,1,2,1,4,7200,14377,2
893396,1,1,,2,2013,30,22,190000,1,,90,2,1,,0.2,2,,,,6500,145000,2
894887,1,2,1,2,2019,25,23,150000,1,,80,2,1,,2,2,,,,7200,140000,2
895512,1,1,,2,2008,20,7,80000,1,,27,2,1,,5,2,,,,4400,34000,2
896404,1,1,,2,2003,20,2,100000,1,,40,1,,2.5,,2,,,,4800,15000,2
896608,1,1,,2,2012,30,21,160000,1,,80,1,,2.75,,2,,,,7800,150000,2
896749,1,1,,2,2009,20,9,300000,1,,60,1,,0.85,,2,,,,19000,179736,1
896996,1,1,,1,2010,25,16,220000,1,,70,1,,2.5,,1,2,1,12,6600,125000,2
898401,1,2,1,2,2010,20,10,80000,1,,80,1,,3,,2,,,,5400,58000,2
898661,1,1,,2,2016,15,10,150000,1,,80,1,,2.5,,2,,,,9000,120000,2
899055,1,1,,2,2003,25,8,140000,1,,100,2,1,,3,2,,,,8400,65000,2
899562,1,1,,2,2004,20,3,100000,1,,25,1,,2,,2,,,,8000,18000,2
900573,1,2,2,1,2010,15,5,42000,1,,15,2,2,,1.7,2,,,,3200,14000,2
900829,1,1,,2,2015,10,6,35000,1,,80,2,2,,2,2,,,,3500,20000,2
901126,1,1,,1,2020,15,14,115000,1,,60,1,,1,,2,,,,8000,105000,2
903735,1,1,,2,2010,15,5,150000,1,,70,2,1,,3,2,,,,4000,20000,2
904242,1,1,,2,2016,25,20,150000,1,,60,1,,1.83,,2,,,,6000,120000,2
906545,1,1,,2,2003,20,2,70000,1,,30,2,1,,1,2,,,,5000,10000,2
909480,1,2,2,2,2008,20,7,40000,1,,20,1,,5,,2,,,,3000,18000,2
909623,1,1,,2,2012,15,6,140000,1,,65,1,,5,,2,,,,7200,90000,2
909800,1,1,,2,2013,30,20,100000,3,1,,1,,2,,2,,,,4200,60000,2
909856,1,1,,2,2018,25,23,240000,1,,75,3,2,1.1,0.9,2,,,,11136,217000,2
909978,1,1,,2,2013,30,22,125000,1,,100,2,2,,2,1,2,1,10,2750,100000,1
910013,1,3,,3,2020,10,10,5000,3,2,,1,,9,,2,,,,270,5000,2
910274,1,3,,2,2015,25,20,460000,2,,70,2,1,,3,2,,,,24000,384000,2
910422,1,3,,2,2017,5,1,7000,1,,20,1,,2,,2,,,,2300,4600,2
911087,1,1,,2,2011,20,9,100000,3,1,,2,2,,2,2,,,,5000,40000,2
911093,1,1,,2,2004,30,14,150000,1,,80,1,,3,,2,,,,6000,7500,2
911366,1,1,,2,2006,25,10,170000,1,,50,1,,1.95,,2,,,,5960,56840,1
911448,1,1,,2,2017,25,21,80000,1,,80,1,,2,,2,,,,4200,73000,2
912022,1,1,,2,2018,20,17,120000,1,,60,1,,1.6,,2,,,,7000,105000,1
912151,1,1,,2,1999,25,5,90000,1,,40,1,,4,,2,,,,4320,21000,2
912154,1,1,,2,2006,25,11,90000,1,,100,2,1,,1.35,1,2,1,12,1020,45000,2
912342,1,1,,2,2009,20,9,200000,1,,80,1,,2,,2,,,,12000,70000,2
912555,1,1,,2,2003,25,7,60000,1,,75,2,2,,1,2,,,,3350,20000,2
912664,1,1,,2,2009,23,12,170000,3,1,,2,1,,4,2,,,,9000,120000,2
912905,1,1,,2,2011,30,20,148000,1,,75,1,,2.8,,1,2,1,6,3500,100000,1
912905,2,1,,2,2018,30,27,28000,2,,80,1,,2.8,,2,,,,1350,27000,2
912905,3,2,2,2,2011,30,20,80000,3,1,,1,,7,,2,,,,7000,65000,2
913080,1,1,,2,2019,15,13,48000,1,,80,1,,1.45,,2,,,,4200,44000,2
913151,1,1,,2,2008,15,2,60000,2,,50,1,,3,,2,,,,6200,12000,2
913447,1,1,,2,2006,25,10,130000,3,1,,2,2,,0.8,2,,,,5800,58000,2
913472,1,1,,1,2004,28,11,140000,1,,50,1,,4,,2,,,,6400,65000,2
914406,1,2,2,2,2019,5,3,10000,3,1,,1,,3,,2,,,,2700,7300,2
914646,1,1,,2,2009,25,14,107000,1,,80,2,1,,3,2,,,,4200,60000,2
914699,1,1,,2,2006,20,5,100000,1,,100,1,,5,,2,,,,5580,28000,2
914699,2,1,,2,2006,20,5,20000,1,,20,2,2,,2,2,,,,1932,9660,2
915578,1,1,,2,2012,20,12,115000,1,,80,1,,2,,2,,,,6960,90000,1
915897,1,1,,2,2015,20,15,120000,3,1,,2,1,,5,1,2,1,2,8000,80000,2
915943,1,1,,2,2014,20,14,80000,3,1,,1,,2,,2,,,,4800,70000,2
916149,1,1,,2,2004,20,3,100000,1,,80,3,1,1.75,1.25,2,,,,5500,30000,2
916826,1,1,,2,2001,20,1,50000,1,,75,2,2,,1,2,,,,5400,5400,2
917276,1,1,,2,2006,30,15,120000,1,,100,2,2,,1,2,,,,4200,60000,2
917375,1,2,1,2,2009,15,3,40000,1,,20,1,,4,,2,,,,4000,10000,2
918576,1,1,,1,2017,25,21,150000,1,,65,1,,2,,2,,,,6180,125000,1
918702,1,1,,1,2005,20,5,70000,1,,36,3,2,3.5,3.8,2,,,,7800,40000,1
919033,1,2,3,2,2016,25,16,50000,1,,20,1,,9,,2,,,,2400,39000,2
919082,1,1,,2,2019,15,13,93000,1,,80,1,,2,,2,,,,7000,85000,2
919100,1,1,,2,2008,20,7,60000,1,,25,2,2,,0.2,2,,,,3000,20000,2
919286,1,1,,2,2017,20,7,120000,1,,90,2,1,,3.5,2,,,,7680,49000,2
919316,1,1,,2,2010,40,30,160000,1,,80,2,2,,1.45,2,,,,4800,131000,2
919324,1,1,,2,2007,25,11,110000,1,,80,1,,2,,2,,,,6300,69300,2
919414,1,1,,2,2008,25,11,70000,1,,100,1,,5,,2,,,,4800,55000,1
919500,1,1,,2,2007,20,7,110000,1,,55,2,2,,1.2,2,,,,4000,25000,2
919516,1,2,2,2,2004,20,4,45000,1,,75,3,2,2.5,0.9,2,,,,2650,15500,2
919686,1,2,1,2,2017,20,17,130000,1,,54,2,2,,0.7,2,,,,6700,110000,2
919727,1,1,,1,2018,25,22,320000,1,,50,2,1,,0.7,1,2,1,6,7000,290000,1
919741,1,2,1,2,2011,15,7,70000,1,,50,1,,4,,1,2,1,6,4000,25000,1
919762,1,2,2,2,2016,5,1,20000,3,1,,1,,6,,2,,,,4000,4500,1
919866,1,1,,2,2001,20,1,100000,1,,90,1,,4.75,,2,,,,5580,2790,2
920225,1,1,,2,2003,20,2,60000,1,,55,2,2,,4.5,2,,,,4272,9000,2
920315,1,1,,1,2016,20,15,240000,1,,60,1,,3,,2,,,,8400,180000,2
920438,1,2,2,2,2018,5,2,20000,1,,10,1,,4,,2,,,,4800,9600,2
920669,1,3,,3,2005,15,1,95000,2,,50,2,1,,0.8,2,,,,7200,7000,2
920842,1,1,,2,2011,30,20,200000,1,,100,1,,3.4,,2,,,,7200,140000,2
921005,1,2,2,2,2010,15,5,70000,1,,40,2,1,,2,2,,,,5300,28000,2
921680,1,1,,2,2009,30,18,140000,1,,80,1,,6,,2,,,,6000,100000,2
921701,1,1,,2,2002,20,1,115000,1,,80,2,1,,2,2,,,,5220,10000,2
921737,1,1,,2,2002,20,1,120000,1,,90,1,,4,,2,,,,6000,12000,2
921777,1,2,,3,2018,7,4,12500,3,1,,1,,2,,2,,,,2736,10940,
921777,2,2,,3,2017,10,7,38000,3,1,,1,,2,,2,,,,5256,20500,
922181,1,1,,2,2010,20,10,120000,1,,80,1,,2.5,,1,1,,,9600,24000,2
922563,1,2,2,2,2018,7,5,10000,3,1,,1,,4,,2,,,,2400,6000,2
922648,1,1,,2,2014,20,13,50000,1,,50,1,,4,,1,1,,,3000,35000,1
923422,1,2,1,2,2011,20,10,100000,1,,75,1,,6,,2,,,,6000,70000,2
923859,1,2,1,2,2017,7,3,40000,3,1,,1,,7,,2,,,,6000,20000,2
924794,1,1,,2,2004,20,3,60000,1,,80,2,1,,1,2,,,,4000,12000,2
925229,1,1,,2,2004,20,3,10000,3,1,,2,1,,4,2,,,,6000,6000,2
926095,1,2,1,2,2006,15,0,60000,1,,80,2,2,,1,2,,,,5000,840,1
926423,1,2,1,1,2016,10,4,26000,1,,20,2,1,,6,2,,,,3300,13000,2
926423,2,2,1,2,2016,7,2,4000,3,1,,1,,8,,2,,,,1500,3000,2
926966,1,1,,2,2004,24,7,108000,1,,100,1,,0.1,,2,,,,6000,40000,2
926973,1,1,,2,2005,20,5,75000,1,,45,2,2,,1,2,,,,4500,22000,2
927023,1,1,,2,2008,20,7,105000,1,,80,1,,2,,2,,,,7200,52000,1
927023,2,1,,1,2018,10,7,70000,1,,60,1,,2,,2,,,,7200,46000,2
927111,1,2,1,2,2020,20,19,85000,1,,60,1,,2,,2,,,,500,80000,2
927669,1,1,,2,2014,20,14,70000,1,,40,1,,3,,2,,,,4500,47000,2
927693,1,1,,2,2015,30,24,200000,1,,90,1,,6,,2,,,,9500,186000,2
927693,2,2,,2,2015,30,24,100000,1,,50,1,,6,,2,,,,5500,89000,2
927941,1,2,2,1,2012,10,2,10000,3,1,,1,,7,,2,,,,1350,1600,2
927994,1,1,,2,2011,17,7,80000,1,,80,1,,5.7,,2,,,,4560,34400,2
928037,1,1,,2,2011,15,5,140000,1,,50,2,1,,2,2,,,,10000,60000,1
928174,1,2,2,2,2015,10,5,15000,3,1,,1,,2,,2,,,,1500,6000,2
928174,2,2,2,2,2013,20,12,50000,2,,30,3,1,1,2,2,,,,1200,20000,2
928200,1,2,2,2,2016,25,20,100000,2,,100,1,,1,,2,,,,4800,87000,2
930120,1,1,,2,2013,21,13,170000,1,,70,1,,0.9,,2,,,,10200,125000,1
930120,2,1,,2,2002,20,2,100000,2,,10,1,,2,,2,,,,8000,10000,2
930407,1,1,,2,2016,15,10,200000,1,,80,1,,1,,2,,,,18000,160000,2
930413,1,2,2,2,2010,25,14,50000,1,,30,2,1,,1,2,,,,2500,32000,2
930576,1,1,,2,2015,20,15,200000,1,,70,1,,2,,2,,,,10000,160000,2
